tablename,indexname,indexdef
market_documents,idx_market_documents_market,"CREATE INDEX idx_market_documents_market ON public.market_documents USING btree (market_id, uploaded_at DESC)"
market_documents,idx_market_documents_uploader,CREATE INDEX idx_market_documents_uploader ON public.market_documents USING btree (uploader_user_id)
market_documents,market_documents_pkey,CREATE UNIQUE INDEX market_documents_pkey ON public.market_documents USING btree (id)
market_favorites,idx_market_favorites_market,CREATE INDEX idx_market_favorites_market ON public.market_favorites USING btree (market_id)
market_favorites,idx_market_favorites_user,CREATE INDEX idx_market_favorites_user ON public.market_favorites USING btree (user_id)
market_favorites,market_favorites_pkey,CREATE UNIQUE INDEX market_favorites_pkey ON public.market_favorites USING btree (id)
market_favorites,market_favorites_user_id_market_id_key,"CREATE UNIQUE INDEX market_favorites_user_id_market_id_key ON public.market_favorites USING btree (user_id, market_id)"
market_manager_history,idx_market_manager_history_market_assigned,"CREATE INDEX idx_market_manager_history_market_assigned ON public.market_manager_history USING btree (market_id, assigned_at DESC)"
market_manager_history,idx_market_manager_history_user,"CREATE INDEX idx_market_manager_history_user ON public.market_manager_history USING btree (manager_user_id, assigned_at DESC) WHERE (manager_user_id IS NOT NULL)"
market_manager_history,market_manager_history_pkey,CREATE UNIQUE INDEX market_manager_history_pkey ON public.market_manager_history USING btree (id)
market_manager_history,uq_market_manager_history_active,CREATE UNIQUE INDEX uq_market_manager_history_active ON public.market_manager_history USING btree (market_id) WHERE (ended_at IS NULL)
market_optin_selections,idx_market_optin_selections_market,CREATE INDEX idx_market_optin_selections_market ON public.market_optin_selections USING btree (market_id)
market_optin_selections,market_optin_selections_market_id_statement_id_key,"CREATE UNIQUE INDEX market_optin_selections_market_id_statement_id_key ON public.market_optin_selections USING btree (market_id, statement_id)"
market_optin_selections,market_optin_selections_pkey,CREATE UNIQUE INDEX market_optin_selections_pkey ON public.market_optin_selections USING btree (id)
market_optin_statement_catalog,idx_optin_catalog_event_eligible,CREATE INDEX idx_optin_catalog_event_eligible ON public.market_optin_statement_catalog USING btree (event_eligible) WHERE (event_eligible = true)
market_optin_statement_catalog,idx_optin_catalog_vertical,CREATE INDEX idx_optin_catalog_vertical ON public.market_optin_statement_catalog USING btree (vertical_id) WHERE (vertical_id IS NOT NULL)
market_optin_statement_catalog,market_optin_statement_catalog_pkey,CREATE UNIQUE INDEX market_optin_statement_catalog_pkey ON public.market_optin_statement_catalog USING btree (id)
market_schedules,idx_market_schedules_day,CREATE INDEX idx_market_schedules_day ON public.market_schedules USING btree (day_of_week)
market_schedules,idx_market_schedules_market,CREATE INDEX idx_market_schedules_market ON public.market_schedules USING btree (market_id)
market_schedules,idx_market_schedules_market_active,"CREATE INDEX idx_market_schedules_market_active ON public.market_schedules USING btree (market_id, active) WHERE (active = true)"
market_schedules,market_schedules_pkey,CREATE UNIQUE INDEX market_schedules_pkey ON public.market_schedules USING btree (id)
market_seasons,idx_market_seasons_market_start,"CREATE INDEX idx_market_seasons_market_start ON public.market_seasons USING btree (market_id, start_date)"
market_seasons,market_seasons_pkey,CREATE UNIQUE INDEX market_seasons_pkey ON public.market_seasons USING btree (id)
market_seasons,uq_market_seasons_one_open,CREATE UNIQUE INDEX uq_market_seasons_one_open ON public.market_seasons USING btree (market_id) WHERE (prepay_open = true)
market_surveys,idx_market_surveys_buyer_pending,"CREATE INDEX idx_market_surveys_buyer_pending ON public.market_surveys USING btree (buyer_user_id, expires_at) WHERE ((submitted_at IS NULL) AND (kind = 'buyer'::text))"
market_surveys,idx_market_surveys_market_date,"CREATE INDEX idx_market_surveys_market_date ON public.market_surveys USING btree (market_id, market_date)"
market_surveys,idx_market_surveys_notified,"CREATE INDEX idx_market_surveys_notified ON public.market_surveys USING btree (market_id, market_date, kind) WHERE (notified_at IS NULL)"
market_surveys,idx_market_surveys_token,CREATE UNIQUE INDEX idx_market_surveys_token ON public.market_surveys USING btree (access_token) WHERE (access_token IS NOT NULL)
market_surveys,idx_market_surveys_vendor_pending,"CREATE INDEX idx_market_surveys_vendor_pending ON public.market_surveys USING btree (vendor_profile_id, expires_at) WHERE ((submitted_at IS NULL) AND (kind = 'vendor'::text))"
market_surveys,market_surveys_pkey,CREATE UNIQUE INDEX market_surveys_pkey ON public.market_surveys USING btree (id)
market_surveys,uq_market_surveys_buyer,"CREATE UNIQUE INDEX uq_market_surveys_buyer ON public.market_surveys USING btree (buyer_user_id, market_id, market_date) NULLS NOT DISTINCT"
market_surveys,uq_market_surveys_vendor,"CREATE UNIQUE INDEX uq_market_surveys_vendor ON public.market_surveys USING btree (vendor_profile_id, market_id, market_date) NULLS NOT DISTINCT"
market_vendors,idx_market_vendors_backup,"CREATE INDEX idx_market_vendors_backup ON public.market_vendors USING btree (market_id, is_backup, backup_priority) WHERE (is_backup = true)"
market_vendors,idx_market_vendors_inventory,CREATE INDEX idx_market_vendors_inventory ON public.market_vendors USING btree (inventory_id) WHERE (inventory_id IS NOT NULL)
market_vendors,idx_market_vendors_market,CREATE INDEX idx_market_vendors_market ON public.market_vendors USING btree (market_id)
market_vendors,idx_market_vendors_market_approved,"CREATE INDEX idx_market_vendors_market_approved ON public.market_vendors USING btree (market_id, approved)"
market_vendors,idx_market_vendors_response,"CREATE INDEX idx_market_vendors_response ON public.market_vendors USING btree (market_id, response_status) WHERE (response_status IS NOT NULL)"
market_vendors,idx_market_vendors_vendor,CREATE INDEX idx_market_vendors_vendor ON public.market_vendors USING btree (vendor_profile_id)
market_vendors,market_vendors_market_id_vendor_profile_id_key,"CREATE UNIQUE INDEX market_vendors_market_id_vendor_profile_id_key ON public.market_vendors USING btree (market_id, vendor_profile_id)"
market_vendors,market_vendors_pkey,CREATE UNIQUE INDEX market_vendors_pkey ON public.market_vendors USING btree (id)
markets,idx_markets_active,CREATE INDEX idx_markets_active ON public.markets USING btree (active)
markets,idx_markets_catering_request,CREATE INDEX idx_markets_catering_request ON public.markets USING btree (catering_request_id) WHERE (catering_request_id IS NOT NULL)
markets,idx_markets_coordinates,"CREATE INDEX idx_markets_coordinates ON public.markets USING btree (latitude, longitude) WHERE ((latitude IS NOT NULL) AND (longitude IS NOT NULL))"
markets,idx_markets_event_dates,"CREATE INDEX idx_markets_event_dates ON public.markets USING btree (vertical_id, event_start_date, event_end_date) WHERE ((market_type = 'event'::text) AND (active = true))"
markets,idx_markets_expires_at,CREATE INDEX idx_markets_expires_at ON public.markets USING btree (expires_at) WHERE (expires_at IS NOT NULL)
markets,idx_markets_is_private,CREATE INDEX idx_markets_is_private ON public.markets USING btree (is_private) WHERE (is_private = true)
markets,idx_markets_location,"CREATE INDEX idx_markets_location ON public.markets USING btree (latitude, longitude) WHERE (latitude IS NOT NULL)"
markets,idx_markets_manager_email,CREATE INDEX idx_markets_manager_email ON public.markets USING btree (lower(manager_email)) WHERE (manager_email IS NOT NULL)
markets,idx_markets_manager_user_id,CREATE INDEX idx_markets_manager_user_id ON public.markets USING btree (manager_user_id) WHERE (manager_user_id IS NOT NULL)
markets,idx_markets_pending,"CREATE INDEX idx_markets_pending ON public.markets USING btree (status, vertical_id) WHERE (status = 'pending'::text)"
markets,idx_markets_reviewed_by,CREATE INDEX idx_markets_reviewed_by ON public.markets USING btree (reviewed_by)
markets,idx_markets_status,CREATE INDEX idx_markets_status ON public.markets USING btree (status)
markets,idx_markets_stripe_account_id,CREATE INDEX idx_markets_stripe_account_id ON public.markets USING btree (stripe_account_id) WHERE (stripe_account_id IS NOT NULL)
markets,idx_markets_submitted_by,CREATE INDEX idx_markets_submitted_by ON public.markets USING btree (submitted_by)
markets,idx_markets_submitted_by_vendor_id,CREATE INDEX idx_markets_submitted_by_vendor_id ON public.markets USING btree (submitted_by_vendor_id)
markets,idx_markets_type,CREATE INDEX idx_markets_type ON public.markets USING btree (market_type)
markets,idx_markets_vendor,CREATE INDEX idx_markets_vendor ON public.markets USING btree (vendor_profile_id)
markets,idx_markets_vertical,CREATE INDEX idx_markets_vertical ON public.markets USING btree (vertical_id)
markets,idx_markets_vertical_status,"CREATE INDEX idx_markets_vertical_status ON public.markets USING btree (vertical_id, status)"
markets,markets_pkey,CREATE UNIQUE INDEX markets_pkey ON public.markets USING btree (id)
notifications,idx_notifications_unread,CREATE INDEX idx_notifications_unread ON public.notifications USING btree (user_id) WHERE (read_at IS NULL)
notifications,idx_notifications_user,CREATE INDEX idx_notifications_user ON public.notifications USING btree (user_id)
notifications,idx_notifications_user_created,"CREATE INDEX idx_notifications_user_created ON public.notifications USING btree (user_id, created_at DESC)"
notifications,idx_notifications_user_unread,"CREATE INDEX idx_notifications_user_unread ON public.notifications USING btree (user_id, read_at, created_at DESC) WHERE (read_at IS NULL)"
notifications,idx_notifications_user_vertical,"CREATE INDEX idx_notifications_user_vertical ON public.notifications USING btree (user_id, vertical_id)"
notifications,notifications_pkey,CREATE UNIQUE INDEX notifications_pkey ON public.notifications USING btree (id)
order_items,idx_order_items_buyer_confirmed,CREATE INDEX idx_order_items_buyer_confirmed ON public.order_items USING btree (buyer_confirmed_at) WHERE (buyer_confirmed_at IS NOT NULL)
order_items,idx_order_items_cancelled,CREATE INDEX idx_order_items_cancelled ON public.order_items USING btree (cancelled_at) WHERE (cancelled_at IS NOT NULL)
order_items,idx_order_items_expires_at,CREATE INDEX idx_order_items_expires_at ON public.order_items USING btree (expires_at) WHERE ((expires_at IS NOT NULL) AND (status = 'pending'::order_item_status) AND (cancelled_at IS NULL))
order_items,idx_order_items_issue_reported,CREATE INDEX idx_order_items_issue_reported ON public.order_items USING btree (issue_reported_at) WHERE (issue_reported_at IS NOT NULL)
order_items,idx_order_items_issue_status,CREATE INDEX idx_order_items_issue_status ON public.order_items USING btree (issue_status) WHERE (issue_reported_at IS NOT NULL)
order_items,idx_order_items_listing,CREATE INDEX idx_order_items_listing ON public.order_items USING btree (listing_id)
order_items,idx_order_items_lockdown,CREATE INDEX idx_order_items_lockdown ON public.order_items USING btree (lockdown_active) WHERE (lockdown_active = true)
order_items,idx_order_items_market,CREATE INDEX idx_order_items_market ON public.order_items USING btree (market_id)
order_items,idx_order_items_order,CREATE INDEX idx_order_items_order ON public.order_items USING btree (order_id)
order_items,idx_order_items_pickup_date_market,"CREATE INDEX idx_order_items_pickup_date_market ON public.order_items USING btree (pickup_date, market_id, status) WHERE ((status <> 'cancelled'::order_item_status) AND (pickup_date IS NOT NULL))"
order_items,idx_order_items_pickup_slot,"CREATE INDEX idx_order_items_pickup_slot ON public.order_items USING btree (vendor_profile_id, market_id, pickup_date, preferred_pickup_time) WHERE ((preferred_pickup_time IS NOT NULL) AND (cancelled_at IS NULL))"
order_items,idx_order_items_schedule,CREATE INDEX idx_order_items_schedule ON public.order_items USING btree (schedule_id) WHERE (schedule_id IS NOT NULL)
order_items,idx_order_items_status,CREATE INDEX idx_order_items_status ON public.order_items USING btree (status)
order_items,idx_order_items_status_expires,"CREATE INDEX idx_order_items_status_expires ON public.order_items USING btree (status, expires_at) WHERE ((status = 'pending'::order_item_status) AND (cancelled_at IS NULL))"
order_items,idx_order_items_tax_collected,CREATE INDEX idx_order_items_tax_collected ON public.order_items USING btree (created_at) WHERE ((tax_amount_cents IS NOT NULL) AND (tax_amount_cents > 0))
order_items,idx_order_items_unresolved_confirmation,CREATE INDEX idx_order_items_unresolved_confirmation ON public.order_items USING btree (vendor_confirmed_at) WHERE ((buyer_confirmed_at IS NOT NULL) AND (vendor_confirmed_at IS NULL))
order_items,idx_order_items_vendor,CREATE INDEX idx_order_items_vendor ON public.order_items USING btree (vendor_profile_id)
order_items,idx_order_items_vendor_pickup,"CREATE INDEX idx_order_items_vendor_pickup ON public.order_items USING btree (vendor_profile_id, pickup_date, schedule_id)"
order_items,idx_order_items_vendor_status_created,"CREATE INDEX idx_order_items_vendor_status_created ON public.order_items USING btree (vendor_profile_id, status, created_at DESC) WHERE (cancelled_at IS NULL)"
order_items,order_items_pkey,CREATE UNIQUE INDEX order_items_pkey ON public.order_items USING btree (id)
order_ratings,idx_order_ratings_buyer,CREATE INDEX idx_order_ratings_buyer ON public.order_ratings USING btree (buyer_user_id)
order_ratings,idx_order_ratings_order,CREATE INDEX idx_order_ratings_order ON public.order_ratings USING btree (order_id)
order_ratings,idx_order_ratings_vendor,CREATE INDEX idx_order_ratings_vendor ON public.order_ratings USING btree (vendor_profile_id)
order_ratings,order_ratings_order_id_vendor_profile_id_key,"CREATE UNIQUE INDEX order_ratings_order_id_vendor_profile_id_key ON public.order_ratings USING btree (order_id, vendor_profile_id)"
order_ratings,order_ratings_pkey,CREATE UNIQUE INDEX order_ratings_pkey ON public.order_ratings USING btree (id)
orders,idx_orders_bundle,CREATE INDEX idx_orders_bundle ON public.orders USING btree (bundle_id) WHERE (bundle_id IS NOT NULL)
orders,idx_orders_buyer,CREATE INDEX idx_orders_buyer ON public.orders USING btree (buyer_user_id)
orders,idx_orders_buyer_created,"CREATE INDEX idx_orders_buyer_created ON public.orders USING btree (buyer_user_id, created_at DESC)"
orders,idx_orders_buyer_status_created,"CREATE INDEX idx_orders_buyer_status_created ON public.orders USING btree (buyer_user_id, status, created_at DESC)"
orders,idx_orders_company_payment,CREATE INDEX idx_orders_company_payment ON public.orders USING btree (event_company_payment_id) WHERE (event_company_payment_id IS NOT NULL)
orders,idx_orders_created,CREATE INDEX idx_orders_created ON public.orders USING btree (created_at DESC)
orders,idx_orders_ext_payment_confirmed_by,CREATE INDEX idx_orders_ext_payment_confirmed_by ON public.orders USING btree (external_payment_confirmed_by)
orders,idx_orders_parent,CREATE INDEX idx_orders_parent ON public.orders USING btree (parent_order_id) WHERE (parent_order_id IS NOT NULL)
orders,idx_orders_payment_method,CREATE INDEX idx_orders_payment_method ON public.orders USING btree (payment_method)
orders,idx_orders_payment_model,CREATE INDEX idx_orders_payment_model ON public.orders USING btree (payment_model) WHERE (payment_model IS NOT NULL)
orders,idx_orders_reconfirm_pending,CREATE INDEX idx_orders_reconfirm_pending ON public.orders USING btree (reconfirm_required_at) WHERE ((reconfirm_required_at IS NOT NULL) AND (reconfirmed_at IS NULL) AND (reconfirm_refunded_at IS NULL))
orders,idx_orders_status,CREATE INDEX idx_orders_status ON public.orders USING btree (status)
orders,idx_orders_vertical,CREATE INDEX idx_orders_vertical ON public.orders USING btree (vertical_id)
orders,idx_orders_vertical_created,"CREATE INDEX idx_orders_vertical_created ON public.orders USING btree (vertical_id, created_at DESC)"
orders,idx_orders_wave_reservation,CREATE INDEX idx_orders_wave_reservation ON public.orders USING btree (event_wave_reservation_id) WHERE (event_wave_reservation_id IS NOT NULL)
orders,orders_order_number_key,CREATE UNIQUE INDEX orders_order_number_key ON public.orders USING btree (order_number)
orders,orders_pkey,CREATE UNIQUE INDEX orders_pkey ON public.orders USING btree (id)
orders,uq_orders_reconfirm_token,CREATE UNIQUE INDEX uq_orders_reconfirm_token ON public.orders USING btree (reconfirm_token) WHERE (reconfirm_token IS NOT NULL)
organizations,idx_organizations_owner,CREATE INDEX idx_organizations_owner ON public.organizations USING btree (owner_user_id)
organizations,organizations_pkey,CREATE UNIQUE INDEX organizations_pkey ON public.organizations USING btree (id)
park_spot_bookings,idx_park_spot_bookings_group,CREATE INDEX idx_park_spot_bookings_group ON public.park_spot_bookings USING btree (booking_group_id) WHERE (booking_group_id IS NOT NULL)
park_spot_bookings,idx_park_spot_bookings_market_date,"CREATE INDEX idx_park_spot_bookings_market_date ON public.park_spot_bookings USING btree (market_id, booking_date)"
park_spot_bookings,idx_park_spot_bookings_standing,CREATE INDEX idx_park_spot_bookings_standing ON public.park_spot_bookings USING btree (standing_reservation_id) WHERE (standing_reservation_id IS NOT NULL)
park_spot_bookings,idx_park_spot_bookings_vendor_date,"CREATE INDEX idx_park_spot_bookings_vendor_date ON public.park_spot_bookings USING btree (vendor_profile_id, booking_date)"
park_spot_bookings,park_spot_bookings_pkey,CREATE UNIQUE INDEX park_spot_bookings_pkey ON public.park_spot_bookings USING btree (id)
park_spot_bookings,uq_park_spot_booking_active,"CREATE UNIQUE INDEX uq_park_spot_booking_active ON public.park_spot_bookings USING btree (spot_id, booking_date) WHERE (status = ANY (ARRAY['pending_payment'::text, 'paid'::text]))"
park_spot_bookings,uq_park_spot_vendor_active,"CREATE UNIQUE INDEX uq_park_spot_vendor_active ON public.park_spot_bookings USING btree (vendor_profile_id, market_id, booking_date) WHERE (status = ANY (ARRAY['pending_payment'::text, 'paid'::text]))"
park_spots,idx_park_spots_market,CREATE INDEX idx_park_spots_market ON public.park_spots USING btree (market_id)
park_spots,park_spots_market_id_label_key,"CREATE UNIQUE INDEX park_spots_market_id_label_key ON public.park_spots USING btree (market_id, label)"
park_spots,park_spots_pkey,CREATE UNIQUE INDEX park_spots_pkey ON public.park_spots USING btree (id)
park_standing_reservations,idx_park_standing_market,CREATE INDEX idx_park_standing_market ON public.park_standing_reservations USING btree (market_id)
park_standing_reservations,idx_park_standing_vendor,CREATE INDEX idx_park_standing_vendor ON public.park_standing_reservations USING btree (vendor_profile_id)
park_standing_reservations,park_standing_reservations_pkey,CREATE UNIQUE INDEX park_standing_reservations_pkey ON public.park_standing_reservations USING btree (id)
park_standing_reservations,uq_park_standing_active,"CREATE UNIQUE INDEX uq_park_standing_active ON public.park_standing_reservations USING btree (spot_id, day_of_week) WHERE (status = ANY (ARRAY['requested'::text, 'active'::text]))"
park_vendor_vetting,idx_park_vendor_vetting_blocked,"CREATE INDEX idx_park_vendor_vetting_blocked ON public.park_vendor_vetting USING btree (market_id, vendor_profile_id) WHERE (blocked = true)"
park_vendor_vetting,idx_park_vendor_vetting_market,CREATE INDEX idx_park_vendor_vetting_market ON public.park_vendor_vetting USING btree (market_id)
park_vendor_vetting,park_vendor_vetting_market_id_vendor_profile_id_key,"CREATE UNIQUE INDEX park_vendor_vetting_market_id_vendor_profile_id_key ON public.park_vendor_vetting USING btree (market_id, vendor_profile_id)"
park_vendor_vetting,park_vendor_vetting_pkey,CREATE UNIQUE INDEX park_vendor_vetting_pkey ON public.park_vendor_vetting USING btree (id)
payments,idx_payments_order,CREATE INDEX idx_payments_order ON public.payments USING btree (order_id)
payments,idx_payments_status,CREATE INDEX idx_payments_status ON public.payments USING btree (status)
payments,idx_payments_stripe,CREATE INDEX idx_payments_stripe ON public.payments USING btree (stripe_payment_intent_id)
payments,payments_pkey,CREATE UNIQUE INDEX payments_pkey ON public.payments USING btree (id)
payments,payments_stripe_payment_intent_id_key,CREATE UNIQUE INDEX payments_stripe_payment_intent_id_key ON public.payments USING btree (stripe_payment_intent_id)
platform_settings,platform_settings_pkey,CREATE UNIQUE INDEX platform_settings_pkey ON public.platform_settings USING btree (key)
public_activity_events,idx_public_activity_recent,"CREATE INDEX idx_public_activity_recent ON public.public_activity_events USING btree (vertical_id, created_at DESC)"
public_activity_events,public_activity_events_pkey,CREATE UNIQUE INDEX public_activity_events_pkey ON public.public_activity_events USING btree (id)
push_subscriptions,idx_push_subscriptions_user_id,CREATE INDEX idx_push_subscriptions_user_id ON public.push_subscriptions USING btree (user_id)
push_subscriptions,push_subscriptions_pkey,CREATE UNIQUE INDEX push_subscriptions_pkey ON public.push_subscriptions USING btree (id)
push_subscriptions,push_subscriptions_user_id_endpoint_key,"CREATE UNIQUE INDEX push_subscriptions_user_id_endpoint_key ON public.push_subscriptions USING btree (user_id, endpoint)"
rule_refusals,idx_rule_refusals_created,CREATE INDEX idx_rule_refusals_created ON public.rule_refusals USING btree (created_at DESC)
rule_refusals,idx_rule_refusals_key_created,"CREATE INDEX idx_rule_refusals_key_created ON public.rule_refusals USING btree (rule_key, created_at DESC)"
rule_refusals,idx_rule_refusals_vertical,CREATE INDEX idx_rule_refusals_vertical ON public.rule_refusals USING btree (vertical_id) WHERE (vertical_id IS NOT NULL)
rule_refusals,rule_refusals_pkey,CREATE UNIQUE INDEX rule_refusals_pkey ON public.rule_refusals USING btree (id)
shopper_feedback,idx_shopper_feedback_category,CREATE INDEX idx_shopper_feedback_category ON public.shopper_feedback USING btree (category)
shopper_feedback,idx_shopper_feedback_created,CREATE INDEX idx_shopper_feedback_created ON public.shopper_feedback USING btree (created_at DESC)
shopper_feedback,idx_shopper_feedback_resolved_by,CREATE INDEX idx_shopper_feedback_resolved_by ON public.shopper_feedback USING btree (resolved_by)
shopper_feedback,idx_shopper_feedback_status,CREATE INDEX idx_shopper_feedback_status ON public.shopper_feedback USING btree (status)
shopper_feedback,idx_shopper_feedback_user,CREATE INDEX idx_shopper_feedback_user ON public.shopper_feedback USING btree (user_id)
shopper_feedback,idx_shopper_feedback_vertical,CREATE INDEX idx_shopper_feedback_vertical ON public.shopper_feedback USING btree (vertical_id)
shopper_feedback,shopper_feedback_pkey,CREATE UNIQUE INDEX shopper_feedback_pkey ON public.shopper_feedback USING btree (id)
spatial_ref_sys,spatial_ref_sys_pkey,CREATE UNIQUE INDEX spatial_ref_sys_pkey ON public.spatial_ref_sys USING btree (srid)
support_tickets,idx_support_tickets_created,CREATE INDEX idx_support_tickets_created ON public.support_tickets USING btree (created_at DESC)
support_tickets,idx_support_tickets_status,CREATE INDEX idx_support_tickets_status ON public.support_tickets USING btree (status)
support_tickets,idx_support_tickets_vertical,CREATE INDEX idx_support_tickets_vertical ON public.support_tickets USING btree (vertical_id)
support_tickets,support_tickets_pkey,CREATE UNIQUE INDEX support_tickets_pkey ON public.support_tickets USING btree (id)
transactions,idx_transactions_buyer,CREATE INDEX idx_transactions_buyer ON public.transactions USING btree (buyer_user_id)
transactions,idx_transactions_status,CREATE INDEX idx_transactions_status ON public.transactions USING btree (status)
transactions,idx_transactions_vendor_created,"CREATE INDEX idx_transactions_vendor_created ON public.transactions USING btree (vendor_profile_id, created_at DESC)"
transactions,idx_transactions_vertical_id,CREATE INDEX idx_transactions_vertical_id ON public.transactions USING btree (vertical_id)
transactions,idx_transactions_vertical_status_created,"CREATE INDEX idx_transactions_vertical_status_created ON public.transactions USING btree (vertical_id, status, created_at DESC)"
transactions,transactions_pkey,CREATE UNIQUE INDEX transactions_pkey ON public.transactions USING btree (id)
user_agreement_acceptances,idx_uaa_type_version,"CREATE INDEX idx_uaa_type_version ON public.user_agreement_acceptances USING btree (agreement_type, agreement_version)"
user_agreement_acceptances,idx_uaa_user_id,CREATE INDEX idx_uaa_user_id ON public.user_agreement_acceptances USING btree (user_id)
user_agreement_acceptances,user_agreement_acceptances_pkey,CREATE UNIQUE INDEX user_agreement_acceptances_pkey ON public.user_agreement_acceptances USING btree (id)
user_profiles,idx_user_buyer_tier,CREATE INDEX idx_user_buyer_tier ON public.user_profiles USING btree (buyer_tier) WHERE (buyer_tier = 'premium'::text)
user_profiles,idx_user_profiles_buyer_tier,CREATE INDEX idx_user_profiles_buyer_tier ON public.user_profiles USING btree (buyer_tier)
user_profiles,idx_user_profiles_deleted_at,CREATE INDEX idx_user_profiles_deleted_at ON public.user_profiles USING btree (deleted_at) WHERE (deleted_at IS NULL)
user_profiles,idx_user_profiles_email,CREATE INDEX idx_user_profiles_email ON public.user_profiles USING btree (email)
user_profiles,idx_user_profiles_location,"CREATE INDEX idx_user_profiles_location ON public.user_profiles USING btree (preferred_latitude, preferred_longitude) WHERE (preferred_latitude IS NOT NULL)"
user_profiles,idx_user_profiles_role,CREATE INDEX idx_user_profiles_role ON public.user_profiles USING btree (role)
user_profiles,idx_user_profiles_tutorial,CREATE INDEX idx_user_profiles_tutorial ON public.user_profiles USING btree (user_id) WHERE ((tutorial_completed_at IS NULL) AND (tutorial_skipped_at IS NULL))
user_profiles,idx_user_profiles_user_id,CREATE INDEX idx_user_profiles_user_id ON public.user_profiles USING btree (user_id)
user_profiles,idx_user_profiles_verticals,CREATE INDEX idx_user_profiles_verticals ON public.user_profiles USING gin (verticals)
user_profiles,idx_user_stripe_customer,CREATE INDEX idx_user_stripe_customer ON public.user_profiles USING btree (stripe_customer_id) WHERE (stripe_customer_id IS NOT NULL)
user_profiles,idx_user_subscription_status,CREATE INDEX idx_user_subscription_status ON public.user_profiles USING btree (subscription_status) WHERE (subscription_status IS NOT NULL)
user_profiles,user_profiles_pkey,CREATE UNIQUE INDEX user_profiles_pkey ON public.user_profiles USING btree (id)
user_profiles,user_profiles_user_id_key,CREATE UNIQUE INDEX user_profiles_user_id_key ON public.user_profiles USING btree (user_id)
vendor_activity_flags,idx_vendor_activity_flags_resolved_by,CREATE INDEX idx_vendor_activity_flags_resolved_by ON public.vendor_activity_flags USING btree (resolved_by)
vendor_activity_flags,idx_vendor_flags_created,CREATE INDEX idx_vendor_flags_created ON public.vendor_activity_flags USING btree (created_at)
vendor_activity_flags,idx_vendor_flags_pending_unique,"CREATE UNIQUE INDEX idx_vendor_flags_pending_unique ON public.vendor_activity_flags USING btree (vendor_profile_id, reason) WHERE (status = 'pending'::vendor_flag_status)"
vendor_activity_flags,idx_vendor_flags_status,CREATE INDEX idx_vendor_flags_status ON public.vendor_activity_flags USING btree (status)
vendor_activity_flags,idx_vendor_flags_vendor,CREATE INDEX idx_vendor_flags_vendor ON public.vendor_activity_flags USING btree (vendor_profile_id)
vendor_activity_flags,idx_vendor_flags_vertical,CREATE INDEX idx_vendor_flags_vertical ON public.vendor_activity_flags USING btree (vertical_id)
vendor_activity_flags,vendor_activity_flags_pkey,CREATE UNIQUE INDEX vendor_activity_flags_pkey ON public.vendor_activity_flags USING btree (id)
vendor_activity_scan_log,vendor_activity_scan_log_pkey,CREATE UNIQUE INDEX vendor_activity_scan_log_pkey ON public.vendor_activity_scan_log USING btree (id)
vendor_activity_settings,idx_vendor_activity_settings_updated_by,CREATE INDEX idx_vendor_activity_settings_updated_by ON public.vendor_activity_settings USING btree (updated_by)
vendor_activity_settings,vendor_activity_settings_pkey,CREATE UNIQUE INDEX vendor_activity_settings_pkey ON public.vendor_activity_settings USING btree (id)
vendor_activity_settings,vendor_activity_settings_vertical_id_key,CREATE UNIQUE INDEX vendor_activity_settings_vertical_id_key ON public.vendor_activity_settings USING btree (vertical_id)
vendor_date_blackouts,idx_vendor_date_blackouts_source,CREATE INDEX idx_vendor_date_blackouts_source ON public.vendor_date_blackouts USING btree (source_event_market_id) WHERE (source_event_market_id IS NOT NULL)
vendor_date_blackouts,uq_vendor_date_blackout,"CREATE UNIQUE INDEX uq_vendor_date_blackout ON public.vendor_date_blackouts USING btree (vendor_profile_id, market_id, blackout_date)"
vendor_date_blackouts,vendor_date_blackouts_pkey,CREATE UNIQUE INDEX vendor_date_blackouts_pkey ON public.vendor_date_blackouts USING btree (id)
vendor_favorites,idx_vendor_favorites_user,CREATE INDEX idx_vendor_favorites_user ON public.vendor_favorites USING btree (user_id)
vendor_favorites,idx_vendor_favorites_vendor,CREATE INDEX idx_vendor_favorites_vendor ON public.vendor_favorites USING btree (vendor_profile_id)
vendor_favorites,vendor_favorites_pkey,CREATE UNIQUE INDEX vendor_favorites_pkey ON public.vendor_favorites USING btree (id)
vendor_favorites,vendor_favorites_user_id_vendor_profile_id_key,"CREATE UNIQUE INDEX vendor_favorites_user_id_vendor_profile_id_key ON public.vendor_favorites USING btree (user_id, vendor_profile_id)"
vendor_fee_balance,idx_vendor_fee_balance_vendor,CREATE INDEX idx_vendor_fee_balance_vendor ON public.vendor_fee_balance USING btree (vendor_profile_id)
vendor_fee_balance,vendor_fee_balance_pkey,CREATE UNIQUE INDEX vendor_fee_balance_pkey ON public.vendor_fee_balance USING btree (id)
vendor_fee_balance,vendor_fee_balance_vendor_profile_id_key,CREATE UNIQUE INDEX vendor_fee_balance_vendor_profile_id_key ON public.vendor_fee_balance USING btree (vendor_profile_id)
vendor_fee_ledger,idx_vendor_fee_ledger_order,CREATE INDEX idx_vendor_fee_ledger_order ON public.vendor_fee_ledger USING btree (order_id)
